BLDG_PUBID,BLDG_TYP,BLDG_US,BLDG_LOC_REGION,BLDG_NEW_REN,$BLDG_AREA_M2,$BLDG_AREA_FT2,BLDG_STOR_A,$BLDG_STOR_A,LCA_YEAR,LCA_REFPERIOD,LCA_SOUR_CODE,LCA_STAGES,LCA_BLDG_SCOPE,LCA_MAT_Q,EC_WB_EX_OPER,EC_LCAA_PERM2,Average_Area_m2,Average_Storey
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,383532.72,422.81,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,366045.72,417.13,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,359760.71,405.79,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,351500.74,400.34,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,113534.83,398.5,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,360080.95,396.13,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,346373.31,382.75,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,338701.2,382.61,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,331499.93,377.99,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,336864.14,372.07,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,311878.31,355.95,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,100934.87,354.42,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,313439.59,353.89,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,296765.44,339.07,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,308578.86,338.83,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,97620.9,337.92,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,96049.65,336.76,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,280747.18,309.22,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,84224.43,307.52,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,85401.05,306.63,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,84863.09,304.65,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,84345.99,301.89,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,82782.9,299.72,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,84989.19,294.99,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,80099.43,292.96,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,81406.69,285.46,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,78256.02,285.46,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,77669.07,281.66,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,76821.76,280.2,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,75848.34,276.56,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,75966.28,273.31,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,75430.13,271.33,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,74130.12,270.89,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,74334.24,266.54,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,72695.86,265.63,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,76928.8,264.85,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,72967.11,263.09,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,71723.35,262,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,71614.49,258.18,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,70359.84,253.55,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,70416.09,253.19,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,66282.93,239.49,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,65787.6,237.61,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,67442.32,233.13,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,64532.05,232.97,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,64337.91,231.73,120000,35
A05,NonCommercial,Public Assembly,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2009,,,A,SFEI,Y,170,,250,4
A05,NonCommercial,Public Assembly,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2009,,,A,SFEI,Y,212,,250,4
A05,NonCommercial,Public Order and Safety,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2009,,,A,SFEI,Y,279,,250,4
A05,NonCommercial,Public Order and Safety,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2009,,,A,SFEI,Y,362,,250,4
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,,,100,,ABCD,SFEI,N,11651,2464.99,3500,
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,,,100,,ABCD,SFEI,N,11651,2464.99,3500,
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,,,100,,ABCD,SFEI,N,11651,2464.99,3500,
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,,,100,,ABCD,SFEI,N,11651,2464.99,3500,
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,,,100,,ABCD,SFEI,N,11651,2464.99,3500,
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,,,100,,ABCD,SFEI,N,11651,2464.99,3500,
A05,Residential,,Europe,New,93 or less,"1,000 or less",0,,,70,,AB,,N,84.22,1108.21,60,
A05,Residential,,Europe,New,93 or less,"1,000 or less",0,,,70,,AB,,N,84.22,1108.21,60,
A05,Residential,,Europe,New,93 or less,"1,000 or less",0,,,70,,AB,,N,84.22,1108.21,60,
A05,Commercial,Education,Asia-Pacific,New,466 to 929,"5,001 to 10,000",0,1 to 6,2014,60,,ABCD,SFEI,Y,419.73,443.2,700,4
A05,Residential,Single-family,Asia-Pacific,New,,,0,,2010,50,,A,,,199,,,
A05,Commercial,Mixed,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2012,75,,ABCD,SFEI,Y,3273.18,210.63,1600,4
A05,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,15 to 25,2012,75,,ABCD,SFEI,Y,32026.61,172.53,35000,20
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,75,,ABCD,SFEI,Y,3369.74,156.25,7000,4
A05,Commercial,Office,North America,Renovation,9291 to 18580,"100,001 to 200,000",0,1 to 6,2012,75,,ABCD,SFEI,Y,9837.12,118.51,14000,4
A05,Commercial,Education,North America,Renovation,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,75,,ABCD,SFEI,Y,8084.08,98.78,7000,4
A05,Residential,Multi-family,North America,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2012,75,,ABCD,SFEI,Y,9162.43,88.54,14000,11
A05,Residential,Multi-family,North America,Renovation,18581 to 46451,"200,001 to 500,000",0,7 to 14,2012,75,,ABCD,SFEI,Y,10944.1,83.78,35000,11
A05,Residential,Single-family,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2012,75,,ABCD,SFEI,Y,125.66,75.26,250,4
A05,Commercial,Mixed,North America,Renovation,930 to 2323,"10,001 to 25,000",0,1 to 6,2012,75,,ABCD,SFEI,Y,949.39,51.45,1600,4
A05,Commercial,Office,North America,Renovation,9291 to 18580,"100,001 to 200,000",0,15 to 25,2012,75,,ABCD,SFEI,Y,4181.52,49.88,14000,20
A05,Residential,Multi-family,North America,Renovation,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,75,,ABCD,SFEI,Y,1990.24,42.47,7000,4
A05,Residential,Single-family,North America,Renovation,94 to 465,"1,001 to 5,000",0,1 to 6,2012,75,,ABCD,SFEI,Y,46.29,32.21,250,4
A05,Commercial,Mixed,,,18581 to 46451,"200,001 to 500,000",0,15 to 25,,,,,,,261,609,35000,20
A05,Commercial,Mixed,,,9291 to 18580,"100,001 to 200,000",0,7 to 14,,,,,,,385,297,14000,11
A05,Commercial,Mixed,,,18581 to 46451,"200,001 to 500,000",0,1 to 6,,,,,,,730,260,35000,4
A05,Commercial,Mixed,,,9291 to 18580,"100,001 to 200,000",0,1 to 6,,,,,,,249,217,14000,4
A05,Commercial,Mixed,,,9291 to 18580,"100,001 to 200,000",0,15 to 25,,,,,,,333,209,14000,20
A05,Commercial,Office,,,18581 to 46451,"200,001 to 500,000",0,15 to 25,,,,,,,724,205,35000,20
A05,Commercial,Multi-family,,,18581 to 46451,"200,001 to 500,000",0,7 to 14,,,,,,,4.56,164,35000,11
A05,Residential,Multi-family,Asia-Pacific,,4646 to 9290,"50,001 to 100,000",0,7 to 14,2015,60,,ABCD,SFEI,Y,4056523.6,536.4,7000,11
A05,Residential,Multi-family,Asia-Pacific,,4646 to 9290,"50,001 to 100,000",0,1 to 6,2015,60,,ABCD,SFEI,Y,2030861.5,383.5,7000,4
A05,Commercial,Office,Middle East,New,Over 92903,Over 1 million,0,More than 25,2015,20,,ABC,SFE,Y,197989.9,579.01,120000,35
A05,Commercial,Public Assembly,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2015,20,,ABC,SFEI,Y,1265.49,397.33,3500,4
A05,Residential,Single-family,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2004,,,A,SFEI,Y,46826000,244.31,250,4
A05,Residential,Single-family,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2004,,,A,SFEI,Y,37047000,193.29,250,4
A05,Residential,Single-family,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2004,,,A,SFEI,Y,28004000,139.93,250,4
A05,Residential,Single-family,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2004,,,A,SFEI,Y,21367000,106.77,250,4
A05,Residential,Multi-family,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2013,60,,ABC,SEI,,714283,154.01,3500,4
A05,Residential,Multi-family,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2013,60,,ABC,SEI,Y,431470,84.58,3500,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,40,266.67,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,28.4,258.18,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,25.8,258,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,38.4,256,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,43.1,253.53,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,27.6,250.91,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,39.7,248.13,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,39.3,245.63,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,45.6,240,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,30.7,236.15,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,23.3,233,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,25.6,232.73,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,34.4,229.33,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,25.1,228.18,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,24.8,225.45,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,29.2,224.62,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,35.6,222.5,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,34.9,218.13,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,27.6,212.31,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,42,210,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,22.5,204.55,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,42.9,204.29,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,26.3,202.31,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,30.2,201.33,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,29.8,198.67,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,27.4,195.71,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,31.2,195,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,27.3,182,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,26.7,178,250,4
A05,Residential ,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,ABC,SEI,N,24.8,177.14,250,4
A05,Commercial,Other,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2014,75,,ABCD,SFEI,N,1129.47,623.88,1600,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,ABC,SFE,N,1376.21,274.23,7000,4
A05,Commercial,Office,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2013,50,,ABCD,SFEI,N,1062.8,259.57,1600,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,ABC,SFE,N,1291.95,259.35,7000,4
A05,Commercial,Mixed,North America,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2015,50,,ABC,SFEI,N,1074.81,154.34,7000,11
A05,NonCommercial,Industrial,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2014,60,,ABCD,SFEI,N,,,1600,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,73,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,73,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,73,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,73,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,73,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,73,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,73,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,73,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,73,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,ABC,SFE,N,,,7000,4
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,73,,ABC,SFE,N,,,7000,4
A05,Commercial,Public Assembly,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2012,,,A,SFE,Y,888,,3500,4
A05,Commercial,Public Assembly,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2012,,,A,SFE,Y,763,,3500,4
A05,Commercial,Public Assembly,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2012,,,A,SFE,Y,643,,3500,4
A05,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2013,60,,ABCD,Other,Y,2206,905,3500,4
A05,Commercial,Office,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2012,100,,ABC,SFEI,Y,2052.41,340.29,3500,4
A05,Commercial,Office,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2012,100,,ABC,SFEI,Y,2590.98,336.85,3500,4
A05,Commercial,Office,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2013,100,,ABC,SFEI,N,2041.32,248.9,3500,4
A05,Commercial,Office,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2013,100,,ABC,SFEI,Y,2191.06,,3500,4
A05,Residential,Single-family,North America,New,94 to 465,"1,001 to 5,000",0,,2014,60,,ABCD,SFEI,Y,184.79,746.64,250,
A05,Commercial,Lodging,North America,New,9291 to 18580,"100,001 to 200,000",0,,2014,,,ABCD,SFEI,Y,10588.7,710.91,14000,
A05,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",0,,2014,,,ABCD,SFEI,Y,2705.64,608.58,3500,
A05,Commercial,Lodging,North America,New,9291 to 18580,"100,001 to 200,000",0,,2014,,,ABCD,SFEI,Y,6678.35,551.2,14000,
A05,Commercial,Public Assembly,North America,New,94 to 465,"1,001 to 5,000",0,,2014,60,,ABCD,Other,Y,190.08,494.32,250,
A05,Commercial,Lodging,North America,Renovation,9291 to 18580,"100,001 to 200,000",0,,2014,,,ABCD,SFEI,Y,9290.04,437.51,14000,
A05,Commercial,Public Assembly,North America,New,94 to 465,"1,001 to 5,000",0,,2014,60,,ABCD,SFEI,Y,144.85,363.87,250,
A05,Commercial,Lodging,North America,New,9291 to 18580,"100,001 to 200,000",0,,2015,60,,ABCD,SFE,Y,3468.13,240.03,14000,
A05,Residential ,Single-family,North America,New,466 to 929,"5,001 to 10,000",0,,2015,,,ABCD,SFEI,Y,125.64,150.9,700,
A05,Residential ,Single-family,North America,New,466 to 929,"5,001 to 10,000",0,,2015,,,ABCD,SFEI,Y,100.49,113.96,700,
A05,,,,,93 or less,"1,000 or less",0,,,,,C,SFEI,Y,86.39,638.11,60,
A05,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",0,,2013,100,,A,SFEI,Y,15895.79,574.12,35000,
A05,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",0,,2013,60,,A,SFEI,Y,1911.91,496.41,3500,
A05,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",0,,,,,A,SFEI,Y,23005,495.51,35000,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,,2013,100,,A,SFEI,Y,2366.49,450.67,7000,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,,2013,100,,A,SFEI,Y,2627.88,435.44,7000,
A05,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",0,,2013,100,,A,SFEI,Y,747.49,411.89,1600,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,,2013,100,,A,SFEI,Y,2302.43,409.47,7000,
A05,,,,,93 or less,"1,000 or less",0,,,,,C,SFEI,Y,40.1,396.07,60,
A05,,,,,9291 to 18580,"100,001 to 200,000",0,,,,,C,SFEI,Y,7878,349.55,14000,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,,2013,60,,A,SFEI,Y,1612.74,342.52,7000,
A05,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",0,,2013,100,,A,SFEI,Y,3199.72,335.82,14000,
A05,,,,,4646 to 9290,"50,001 to 100,000",0,,,,,C,SFEI,Y,3722.73,324.75,7000,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,,2013,,,A,SFEI,Y,2699.45,320.22,7000,
A05,Commercial,Public Assembly,North America,New,9291 to 18580,"100,001 to 200,000",0,,,,,A,SFEI,Y,3553.48,312.53,14000,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,,2013,100,,A,SFEI,Y,1769.06,306.23,7000,
A05,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",0,,2013,60,,A,SFEI,Y,4575.46,297.93,14000,
A05,Commercial,Lodging,North America,New,9291 to 18580,"100,001 to 200,000",0,,,,,C,SFEI,Y,6574.69,282.3,14000,
A05,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",0,,,,,A,SFEI,Y,4881.84,261.91,35000,
A05,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",0,,2013,100,,A,SFEI,Y,2228.55,232.21,14000,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,,2013,100,,A,SFEI,Y,1186.5,222.19,7000,
A05,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",0,,2013,60,,A,SFEI,Y,2205.25,213.43,14000,
A05,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",0,,2013,60,,A,SFEI,Y,3998.57,196.66,35000,
A05,,,,,18581 to 46451,"200,001 to 500,000",0,,,,,C,SFEI,Y,4455,195.57,35000,
A05,,,,,94 to 465,"1,001 to 5,000",0,,,,,C,SFEI,Y,96.13,137.69,250,
A05,Commercial,Lodging,North America,New,9291 to 18580,"100,001 to 200,000",0,,,,,C,SFEI,Y,2031.71,131.32,14000,
A05,Commercial,Lodging,North America,New,4646 to 9290,"50,001 to 100,000",0,,,,,C,SFEI,Y,1276.26,117.03,7000,
A05,,,,,94 to 465,"1,001 to 5,000",0,,,,,C,SFEI,Y,42.17,113.87,250,
A05,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",0,,2013,100,,A,SFEI,Y,3218.1,109.11,35000,
A05,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",0,,2013,60,,A,SFEI,Y,2241.14,102.71,35000,
A05,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",0,,2013,,,A,SFEI,Y,369.75,79.82,3500,
A05,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",0,,2013,40,,A,SFEI,Y,170.2,68.81,3500,
A05,Residential,Single-family,Europe,New,94 to 465,"1,001 to 5,000",0,1 to 6,2012,50,,AB,,,281.28,1465,250,4
A05,Residential,Multi-family,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",0,More than 25,2011,100,,ABC,,,13515.29,926,14000,35
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2012,50,,AB,SEI,N,3407,864.06,3500,11
A05,Commercial,Mixed,North America,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2007,,,ABCD,SFEI,Y,12200,837.2,14000,11
A05,Commercial,Other,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2012,50,,ABCD,SEI,,108791.54,803.15,35000,11
A05,Residential,Multi-family,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",0,More than 25,2011,,,ABC,SFEI,,6549.15,737.31,7000,35
A05,Residential,Multi-family,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",0,More than 25,2011,,,ABC,SFEI,,6358.73,716.09,7000,35
